Description,TotalSalesDollars,TotalSalesQuantity,TotalPurchaseDollars,TotalPurchaseQuantity,GrossProfit,ProfitMargin,TargetBrand
Chalk Hill Pnt Nr RRV,12911.310000000001,369.0,1784.0900000000001,77,11127.220000000001,86.18195984760648,No
Chambers Rosewood Muscat,1175.02,98.0,244.59,31,930.43,79.18418409899405,No
Chambord Liqueur de France,42048.37,14063.0,32141.920000000002,14744,9906.45,23.5596528474231,No
Chambord Royale de France,452457.21,18279.0,307384.7,17521,145072.51,30.691101645892367,No
Chambord Vodka,35.98,2.0,13.13,1,22.849999999999994,63.507504168982756,No
Champagne Malard Grand Cru B,1149.77,23.0,32.89,1,1116.8799999999999,97.1394278855771,No
Champagne Pommerey 04 Gr Cru,14797.04,296.0,7085.54,214,7711.500000000001,52.11515276028179,No
Champalou Vouvray Cuvee Fon,5635.08,292.0,4216.0,310,1419.08,25.182961022736144,No
Champlain Orchards Ice Cider,12371.24,476.0,8780.0,500,3591.24,29.028941318736035,No
Champlain Orchards Sprklng C,2676.97,103.0,2065.2000000000003,120,611.7699999999995,22.853076425959184,No
Champy Brut Sonoma Cnty,17344.15,1185.0,17055.719999999998,1314,288.43000000000393,1.6629814663734106,No
Chanrion Cote de Brouilly,379.79999999999995,20.0,25.32,2,354.47999999999996,93.33333333333333,Yes
Chanson Le Bourgogne Pnt Nr,1126.51,49.0,180.36,12,946.15,83.98948966276376,No
Chanson Vire Clesse,1586.31,69.0,154.3,10,1432.01,90.27302355781657,No
Chapelle de Bastion Picpoul,3066.93,307.0,2434.3999999999996,358,632.5300000000002,20.62420726915842,No
Chapelle-St-Arnoux CdR Rouge,131.88,12.0,87.96,12,43.92,33.30300272975432,No
Chapoutier Bel Cotes Rhn Ros,17679.39,1361.0,11268.9,1318,6410.49,36.2596786427586,No
Chapoutier Cotes du Rhone R,6767.79,521.0,4797.64,554,1970.1499999999996,29.110684580934098,No
Chapoutier Hrmtage La Sizera,2399.7,30.0,906.61,17,1493.0899999999997,62.21986081593531,No
Chappellet Mt Cuvee Napa,17754.079999999998,592.0,13951.349999999999,721,3802.7299999999996,21.418907653902654,No
Chappellet Signature Cab Svg,50550.21,879.0,40039.32,1068,10510.89,20.79296999953116,No
Charles & Charles Chard,665.85,115.0,52.92,14,612.9300000000001,92.0522640234287,No
Charles & Charles Red,30151.89,2611.0,18452.6,2570,11699.29,38.80118294408742,No
Charles Fournier Rsl,303.81,19.0,92.88,9,210.93,69.42826108423029,Yes
Charles Goodnight Bourbon,2951.31,69.0,402.09000000000003,13,2549.22,86.3758805411834,No
Charles Heidsieck Brut RSV,14332.71,229.0,8535.12,212,5797.589999999998,40.450061432904164,No
Charles Heidsieck Brut Rose,5291.32,68.0,2996.2,71,2295.12,43.37518804381516,No
Charles Joguet Chinon Rose,181.87,13.0,45.4,5,136.47,75.03711442238962,Yes
Charles Smith Boom Boom Syra,25528.14,1486.0,21659.100000000002,1978,3869.0399999999972,15.155980811763008,No
Charles Smith C Smith Cab Sv,20242.489999999998,1051.0,15100.25,1445,5142.239999999998,25.403198914758008,No
Charles Smith Eve WA Chard,21030.72,1728.0,14328.960000000001,1756,6701.76,31.866526680969553,No
Charles Smith King Coal Red,1199.88,12.0,784.2,12,415.68000000000006,34.64346434643464,No
Charles Smith Kung Fu Girl R,86163.09,7541.0,50641.5,7791,35521.59,41.2259936360221,No
Charles Smith Velvet Dev Mer,65347.5,5550.0,48189.29,5827,17158.21,26.256872871953785,No
Chartron La Fleur Brdx Whit,32626.77,3123.0,21523.32,3276,11103.45,34.03171689995669,No
Chartron Trebuchet Chard Bou,12105.08,692.0,9443.84,868,2661.24,21.98448915661854,No
Chartron Trebuchet Puligny,2897.54,46.0,1071.25,25,1826.29,63.02898320644409,No
Chateau Camensac 10,719.85,15.0,129.72,4,590.13,81.97957907897478,No
Chateau Carlmagnus 10,944.65,35.0,106.56,6,838.0899999999999,88.71963160959085,No
Chateau Gazin Pomerol 10,389.97,3.0,268.95,3,121.02000000000004,31.033156396645907,No
Chateau Giscours Margaux,399.92,8.0,170.05,5,229.87,57.478995799159826,No
Chateau Montrose St Estephe,3977.7400000000002,26.0,2113.65,21,1864.0900000000001,46.86304283336769,No
Chateau Pontet Canet Pauilac,3919.7200000000003,28.0,1047.53,11,2872.1900000000005,73.27538701744002,No
Chateau Simon Bordeaux Blanc,1625.04,96.0,193.4,20,1431.6399999999999,88.0987544921971,No
Chateau d'Issan Margaux,1079.8,20.0,217.38,6,862.42,79.86849416558623,No
Chauffe-Coeur Calvados VSOP,45660.93,1007.0,35185.15,1001,10475.779999999999,22.94254628628895,No
Chehalem Ian's Chard Rsv,832.66,34.0,457.24,28,375.41999999999996,45.08683015876828,No
Chehalem Inox Chard Wlmt Vly,1379.31,69.0,341.90000000000003,26,1037.4099999999999,75.21224380306094,No
Chehalem Pnt Nr Three Vyd,3266.48,152.0,587.53,41,2678.95,82.013359947099,No
Chehalem Ridge Crest Vyds Pn,3275.2200000000003,78.0,945.5400000000001,34,2329.6800000000003,71.13048894425414,No
Chene Bleu Rose,9686.859999999999,314.0,6628.860000000001,321,3057.9999999999986,33.413180289412466,No
Chenin Bl K Forrester Stlnbh,1427.1599999999999,84.0,688.8,60,738.3599999999999,51.73631547969394,No
Cherry Heering Liqueur,944.73,27.0,464.1,26,480.63,50.87485313264107,No
Cherry On Top Sweet White,64.95,5.0,7.14,1,57.81,89.00692840646651,Yes
Cherry Pie Stanly Pnt Nr,19036.02,398.0,13823.199999999999,467,5212.8200000000015,27.383980474910203,No
Cherry Tart Pnt Nr,15096.05,795.0,10004.49,801,5091.5599999999995,33.72776322282981,No
Cheval Blanc,2609.97,3.0,1751.67,3,858.2999999999997,32.88543546477545,No
Cheval Blanc St Emilion 08,7199.84,16.0,3599.88,12,3599.96,50.00055556790151,No
Cheval des Andes Mendoza,3839.36,64.0,1679.58,42,2159.78,56.25364644107351,No
Chevalier L'Aujardiere Chard,356.78999999999996,21.0,22.36,2,334.42999999999995,93.73300821211356,Yes
Chi Chi's Chocolate Malt RTD,461.58,42.0,8.72,1,452.85999999999996,98.11083669136444,Yes
Chi Chi's Mai Tai,527.52,48.0,379.68,48,147.83999999999997,28.025477707006363,No
Chi Chi's Margarita,130515.97,15303.0,87551.43,15333,42964.54000000001,32.91899067983788,No
Chi Chi's Orange Cream RTD,5914.78,722.0,2019.3600000000001,336,3895.4199999999996,65.8590852068885,No
Chi Chi's Ruby Red Margarita,4780.18,582.0,1541.28,247,3238.9000000000005,67.75686271228281,No
Chi Chi's Skinny Margarita,66192.2,7880.0,47882.64,8034,18309.559999999998,27.661204794522614,No
Chicken & Turkey Cotes du Rh,479.47,53.0,113.4,21,366.07000000000005,76.34888522743863,Yes
Chigard Fleurie Les Moriers,3418.29,171.0,489.59999999999997,36,2928.69,85.67704905084122,No
Chila Orchata Cinnamon Cream,65291.33,4667.0,47953.2,4490,17338.130000000005,26.555026524961285,No
Chilcas Pinot Noir,19.99,1.0,13.51,1,6.479999999999999,32.416208104052025,No
Chilensis Pnt Nr,2477.52,248.0,1781.6,262,695.9200000000001,28.08937970228293,No
Chimney Rock SLD Cab Svgn,139.98,2.0,90.3,2,49.67999999999999,35.49078439777111,No
Chinaco Anejo Tequila,66.99,1.0,52.34,1,14.649999999999991,21.8689356620391,No
Chinaco Blanco Tequila,5728.09,191.0,847.47,39,4880.62,85.20501598263994,No
Chivas Regal,879530.0599999999,28044.0,697887.91,30021,181642.15000000002,21.405189611585236,No
Chivas Regal 18-Yr Scotch,102415.79,1421.0,79056.79999999999,1360,23358.990000000005,22.80799669660314,No
Chivas Regal w/ 2 Glasses,3038.09,91.0,138.42,6,2899.67,95.44384794393847,No
Chivas Royal Salute,20268.760000000002,124.0,18043.5,150,2225.260000000002,10.978767324690814,No
Chloe Chard,838.43,57.0,744.48,72,93.94999999999993,11.205467361616348,No
Chloe Pnt Grigio,79159.54,7046.0,63645.12,8624,15514.419999999991,19.598926421250038,No
Chloe Pnt Nr,40203.35,3565.0,27765.539999999997,3663,12437.810000000001,30.937247766666214,No
Chloe Prosecco,46386.85,4115.0,35712.33,5037,10674.519999999997,23.01195274091687,No
Chloe Red,834.39,61.0,744.4399999999999,74,89.95000000000005,10.780330540874179,No
Choco Lat Liqueur,56433.65,5135.0,43272.450000000004,5121,13161.199999999997,23.32154663042351,No
ChocoVine,62384.91,5809.0,37947.03,5847,24437.880000000005,39.17274225449713,No
Chocolate Cuvee,1319.95,105.0,925.12,118,394.83000000000004,29.912496685480512,No
Chocolate Shop Red,39135.94,3206.0,27426.35,3407,11709.590000000004,29.782388851743953,No
Chopin Vodka,353885.88,12712.0,256149.37,12850,97736.51000000001,27.487630643931944,No
Chops & Burgers Bordeaux,4661.44,456.0,2466.94,469,2194.4999999999995,47.07772705430081,No
Choya Plum Wine,11502.519999999999,548.0,8424.08,614,3078.4399999999987,26.763178851243026,No
Choyomusubi Ryo Junmai Sake,6728.82,518.0,5019.6,564,1709.2199999999993,25.401481983468116,No
Christian Bros Brandy,173593.72,9628.0,116143.38,9567,57450.34,33.09471102986905,No
Christian Bros Cream Sherry,5943.929999999999,717.0,3884.36,722,2059.5699999999993,34.649970642319126,No
Christian Bros Dry Sherry,9612.99,1751.0,6621.36,1761,2991.63,31.12070229970072,No
Christian Bros Holiday Nog,8982.15,1285.0,6651.5,1255,2330.6499999999996,25.947573799146078,No
Christian Bros Ruby Port,720.72,168.0,517.14,169,203.58000000000004,28.246753246753254,No
Christian Bros VS Brandy,57242.340000000004,5916.0,40132.51,5981,17109.83,29.8901652168657,No
Christian Drouin Calvados,942.5899999999999,41.0,117.46000000000001,7,825.1299999999999,87.5385904794237,No
Christmas Traditions Pnk Mos,119.88,12.0,82.68,12,37.19999999999999,31.03103103103102,No
Chronic Cellars Dead Nuts,2084.12,88.0,1380.12,84,704.0,33.7792449571042,No
Chronic Cellars Purple Parad,26028.65,1735.0,22066.68,2238,3961.970000000001,15.22157315112386,No
Chronic Cellars Sofa King,5695.04,296.0,4495.54,326,1199.5,21.062187447322582,No
Churchill's Late Bottled 05,2225.1,90.0,1519.2,90,705.8999999999999,31.724416880140215,No
Churchill's Vintage Port 11,7906.849999999999,115.0,2807.56,66,5099.289999999999,45.31552601566343,No
Churchills 10 Yr Tawny Port,2033.1999999999998,80.0,1157.31,77,875.8899999999999,43.079382254574064,No
Churchills 20 Yr Tawny Port,3381.21,79.0,1847.86,67,1533.3500000000001,45.349150156304994,No
Churchills LBV Port,131.94,6.0,105.36,6,26.58,20.145520691223282,No
Chusclan Les Genets CDR,19474.14,2786.0,12815.6,2786,6658.539999999999,34.19170243204578,No
Ciacci 07 Piccolomino Brunlo,779.87,13.0,120.78,3,659.09,84.51280341595394,No
Cielo Pnt Grigio,7331.21,879.0,4770.9,859,2560.3100000000004,32.20186596130664,No
Cigar Box Cab Svgn Valle Cen,8123.22,678.0,5472.179999999999,707,2651.040000000001,32.635334263998764,No
Cigar Box Malbec Mendoza,58660.66,4834.0,38847.6,4796,19813.060000000005,33.77571953673894,No
Cigar Zin Old Vine Zinfandel,485.73,27.0,437.76,36,47.97000000000003,9.875856957569026,No
Cinnabon Cinnamon Liqueur,32667.71,1629.0,31598.78,1882,1068.9300000000003,3.2721301860460996,No
Cinq les Pattes Bordeaux Bla,1266.92,108.0,186.96,24,1079.96,85.24295140971806,No
Cinquante-Cinq Chardonnay L,433.69,31.0,225.75,25,207.94,47.94669003205054,No
Cinquante-Cinq Viogn Lang Wh,323.76,24.0,216.72,24,107.03999999999999,33.06152705707932,No
Circa Pinot Grigio,455.64,36.0,318.24,36,137.39999999999998,30.15538583091914,No
Circa Rosso,116.91,9.0,104.64,12,12.269999999999996,10.495252758532201,No
Circadia Cab Svgn Napa Vly,74.99,1.0,23.97,1,51.019999999999996,68.03573809841312,Yes
Ciro Rosso Clsc Librandi Cl,77.94,6.0,62.7,6,15.239999999999995,19.55350269438029,No
Ciroc Amaretto Vodka,71096.17,3333.0,33041.54,2091,38054.63,60.711211536783615,No
Ciroc Apple Vodka,975620.9700000001,41903.0,768971.72,40428,206649.25,32.655794914566336,No
Ciroc Coconut Vodka,670215.26,22974.0,479002.23,22101,191213.03000000003,29.711050610683667,No
Ciroc Mango Vodka,158470.04,8696.0,139023.79,9887,19446.25,11.293416597316517,No
Ciroc Peach Vodka,535435.5,25992.0,400765.05,26694,134670.45,30.674716047110472,No
Ciroc Pineapple Vodka,402711.77,18223.0,286566.06,17533,116145.70999999998,42.65621344788823,No
Ciroc Red Berry Vodka,561667.04,25746.0,400283.36,26067,161383.68,28.139646338956176,No
Ciroc Snap Frost Vodka,614624.69,27831.0,446203.45999999996,27877,168421.23,26.84828340285858,No
Citadelle Gin,13333.259999999998,674.0,6353.099999999999,390,6980.159999999999,52.35148793318363,No
Citation Chard,2519.3,70.0,2137.0,100,382.3000000000002,15.17485015678959,No
Citra Montepulciano,63120.66,5834.0,39282.100000000006,5863,23838.559999999998,37.76665199635111,No
Citra Pnt Grigio,35711.88,3312.0,21543.030000000002,3279,14168.849999999995,39.67545253848298,No
Citra Trebbiano D'Abruzzo,5622.77,523.0,3949.44,528,1673.3300000000004,29.759887030769537,No
Citran Haut-Medoc,1014.65,35.0,59.58,3,955.0699999999999,94.12802444192579,No
Clan MacGregor,329242.0,21500.0,250421.01,22379,78820.98999999999,23.940138256965998,No
Clan MacGregor Scotch,323.73,27.0,115.08,12,208.65000000000003,64.4518580298397,No
Clarendelle Brdx Blanc,3330.04,196.0,918.4,80,2411.64,72.42075170268225,No
Clarendelle Brdx Rouge,4918.41,259.0,546.42,42,4371.99,88.89031211306093,No
Clark & Chesterfield Whiskey,2498.75,125.0,2028.6000000000001,138,470.14999999999986,18.81540770385192,No
Claude Riffault Chass Sancer,890.67,33.0,200.64000000000001,11,690.03,77.47313819933309,No
Claude Riffault Les Boucauds,18033.27,773.0,11452.86,762,6580.41,36.49038693481548,No
Clayhouse Adobe Red Paso Rbl,61676.04,4896.0,32864.63,4003,28811.410000000003,46.71410486146647,No
Clayhouse Cab Svgn,3311.82,18.0,2136.6,18,1175.2200000000003,35.48562421870754,No
Clayhouse Cab Svgn Paso Rbls,33865.08,2392.0,14893.359999999999,1864,18971.72,56.02148289624592,No
Clayhouse Malbec Paso Robles,20705.2,1480.0,8857.23,1137,11847.970000000001,57.22219539052992,No
Clayhouse Petite Sirah,5510.75,225.0,1953.9,130,3556.85,64.54384611894932,No
Clayhouse Svgn Bl Paso Roble,13320.89,1111.0,5683.299999999999,706,7637.59,57.33543329312081,No
Clayhouse Syrah Paso Robles,5424.22,378.0,3084.9900000000002,391,2339.23,43.12564755854298,No
Clean Slate Rsl Mosel,166518.57,15718.0,81764.93,14627,84753.64000000001,50.89741042095186,No
Clement Mahina Coco Liqueur,13407.679999999998,632.0,8867.880000000001,621,4539.799999999997,33.859698322155644,No
Clement Select Barrel Rhum,28296.48,1052.0,18339.6,1020,9956.880000000001,35.18769825787519,No
Clemento VII Toscano,4637.68,232.0,4263.28,322,374.40000000000055,8.073002018250516,No
Cles des Ducs Armagnac VSOP,3694.3199999999997,168.0,449.4,28,3244.9199999999996,87.83537971805366,No
Cleveland Black Rsv Whiskey,20347.129999999997,787.0,14694.03,741,5653.099999999997,27.783279509198582,No
Cleveland Christmas Bourbon,11191.77,423.0,3677.4,180,7514.370000000001,67.14192661214446,No
Clifford Bay Svgn Bl Marlbor,14288.09,1191.0,9772.699999999999,1214,4515.390000000001,31.602474508489248,No
Cline Ancient Vin Znfdl,67115.4,4360.0,43089.520000000004,4456,24025.87999999999,35.79786457355539,No
Cline Cashmere Red Cal,47964.35,3665.0,20401.920000000002,3312,27562.429999999997,57.46440846170123,No
Cline Chard Sonoma Cst,14122.12,1088.0,6603.240000000001,1123,7518.88,53.24186453591954,No
Cline Cool Climate Pnt Nr,46152.05,2895.0,28812.0,2940,17340.050000000003,37.57157049361838,No
Cline Viognier Sonoma Count,14145.84,1416.0,9804.22,1481,4341.620000000001,30.691850042132536,No
Cline Znfdl Cal,79910.01,7999.0,54200.159999999996,7924,25709.85,32.17350366994072,No
Clio Jumilla Red,7513.33,167.0,5926.7300000000005,191,1586.5999999999995,21.117134479651494,No
Clix Vodka,1799.94,6.0,234.37,1,1565.5700000000002,86.97901041145816,No
Clontarf Irish Whiskey,44067.189999999995,2581.0,33480.6,2722,10586.589999999997,24.02374646534076,No
Clos Amador Rose Tendre Cava,497.59,41.0,470.4,60,27.189999999999998,5.4643381096887,No
Clos Erasmus Laurel Priorat,1469.7,30.0,489.9,15,979.8000000000001,66.66666666666667,No
Clos LaChance Cab Svgn,1317.16,84.0,1009.92,96,307.2400000000001,23.325943697045165,No
Clos LaChance Chard,5112.09,391.0,2925.8799999999997,386,2186.2100000000005,42.76548339328925,No
Clos LaChance Meritage,399.6,40.0,34.0,5,365.6,91.4914914914915,Yes
Clos Pegase Carneros Chard,74586.03,4597.0,37985.55,3469,36600.479999999996,49.071495023934105,No
Clos Pegase Merlot Napa,52890.6,2940.0,16852.08,1433,36038.52,68.13785436353528,No
Clos Pegase Svgn Bl Napa,59855.07,3993.0,25122.899999999998,2530,34732.17,58.027114495062825,No
Clos Rochette Faiveley 09,559.7199999999999,28.0,479.88,36,79.83999999999992,14.264274994640164,No
Clos de Los Siete Mendoza,13973.009999999998,699.0,8976.72,678,4996.289999999999,35.75671956149748,No
Clos de Marquis 09 St Julien,5615.76,24.0,2097.81,13,3517.9500000000003,62.64423693320228,No
Clos du Bois Cab Svgn N Cst,352579.31,37769.0,228698.19999999998,38180,123881.11000000002,35.135672027947415,No
Clos du Bois Chard,1269408.06,107322.0,801928.1499999999,109022,467479.91,36.66382272010774,No
Clos du Bois Chard Calcaire,516.53,47.0,89.16,12,427.37,82.7386599035874,Yes
Clos du Bois Marlstone,8340.18,182.0,3548.93,121,4791.25,57.44780088679141,No
Clos du Bois Merlot N Cst,127212.9,13410.0,80661.59999999999,13180,46551.3,36.59322285711591,No
Clos du Bois Pnt Grigio Cal,157241.37,16563.0,113732.8,18344,43508.56999999999,27.669925541859623,No
Clos du Bois Pnt Nr Cal,232387.49,25151.0,164934.04,27172,67453.44999999998,29.02628278312227,No
Clos du Bois RSV Cab Svgn,32644.69,1831.0,21525.440000000002,1964,11119.249999999996,34.06143541261993,No
Clos du Bois RSV Chard RRV,52355.86,3714.0,32919.04,3674,19436.82,37.124440320529544,No
Clos du Bois RSV Merlot Alex,2588.49,151.0,1733.46,167,855.0299999999997,33.03199935097295,No
Clos du Bois Rouge,18719.7,1930.0,9984.24,1698,8735.460000000001,46.66452988028655,No
Clos du Bois Svgn Bl N Cst,81789.09,8691.0,53334.96,8904,28454.129999999997,34.789640036342256,No
Clos du Bois Unoaked Chard,5808.55,895.0,5515.4,1265,293.15000000000055,5.046870561499867,No
Clos du Bois Znfdl Sonoma,16194.9,1710.0,10106.550000000001,1665,6088.3499999999985,37.59424263193968,No
Clos du Val Cab Svgn Napa,100738.66,3134.0,47187.36,2376,53551.3,53.15863840158287,No
Clos du Val Carneros Chard,24958.25,1175.0,17003.07,1233,7955.18,31.87394949565775,No
Clos du Val Merlot Napa,13062.98,502.0,8565.24,521,4497.74,34.43119410731701,No
Cloudy Bay Chard Marlboro,14153.029999999999,597.0,12710.25,807,1442.7799999999988,10.19414217308943,No
Cloudy Bay Svgn Bl Marlboro,132992.91999999998,5508.0,88955.84000000001,5728,44037.07999999997,33.11234913858571,No
Cluny Scotch Whiskey,23602.85,1315.0,9387.91,833,14214.939999999999,60.22552361261457,No
Clynelish Single Malt Scotch,8878.52,148.0,6822.71,149,2055.8100000000004,23.154872658956677,No
Coastal Vines Cab Svgn Cal,286.59,41.0,217.92,48,68.66999999999999,23.9610593530828,No
Cocchi Americano,759.6199999999999,38.0,733.15,55,26.469999999999914,3.484637055369779,No
Cocchi Vermouth di Torino Sw,37.98,2.0,24.66,2,13.319999999999997,35.07109004739336,No
Cocci Grifoni Tellus Red,645.62,38.0,262.2,23,383.42,59.387875220718065,No
Cockburns Fine Ruby Port,60519.42,6058.0,42208.14000000001,6126,18311.27999999999,30.25686630836844,No
Cockburns Special RSV,25538.34,1966.0,17552.6,2041,7985.740000000002,31.269612668638608,No
Cocktail Time Key Lime Rtd,6562.06,594.0,1690.99,203,4871.070000000001,74.23080557020204,No
Cocktail Time Strawberry Rtd,6454.17,583.0,1715.35,203,4738.82,73.42260894894308,No
Cocobon Red,71999.45,11155.0,45150.56,11518,26848.89,37.290409857297526,No
Codice Sierra Cantabria Red,7500.62,738.0,3889.44,592,3611.18,48.14508667283505,No
Codorniu Original Spklg Cava,7828.82,718.0,5076.150000000001,787,2752.669999999999,35.160726648460425,No
Cointreau Liqueur,1293142.0899999999,39991.0,961011.0,40945,332131.08999999985,26.259032359665845,No
Cointreau Noir Liqueur,22169.17,683.0,13793.4,582,8375.769999999999,37.78116185675873,No
Cointreau VAP,3251.0,100.0,364.99,17,2886.01,88.77299292525377,No
Col-di-Sasso Sangiovese/Cab,20654.77,2223.0,13545.84,2199,7108.93,34.41786086216405,No
Colavita Pinot Grigio,15034.87,3013.0,9771.84,3016,5263.030000000001,35.005490569589234,No
Colavita Pnt Nr,51731.33,10367.0,33589.08,10367,18142.25,35.07014028056112,No
Colby Red,815.04,96.0,558.72,96,256.31999999999994,31.44876325088339,No
Cold River Blueberry Vodka,100693.31,3169.0,73264.95000000001,3249,27428.359999999986,27.239505782459617,No
Cold River Gin,70184.08,2492.0,50249.22,2534,19934.86,28.403677871106954,No
Cold River Vodka,100373.49,3151.0,66493.8,3060,33879.69,33.753623591249045,No
Coldcock American Herbal Whi,9399.81,519.0,5710.900000000001,382,3688.909999999999,39.24451664448536,No
Colimoro Montepul D'Abruzzo,131.88,12.0,90.96,12,40.92,31.028207461328485,No
Collezione Chianti,179.64000000000001,36.0,116.64000000000001,36,63.0,35.07014028056112,No
Collezione Monte d'Abruzzo,588.82,118.0,384.68,118,204.14000000000004,34.669338677354716,No
Colombo Cape Bleue Rose VdP,44825.13,4487.0,29558.43,4499,15266.699999999997,34.05835075101845,No
Colombo Marsala Dry,8687.93,907.0,5808.88,943,2879.05,33.13850364816475,No
Colombo Marsala Sweet,32804.840000000004,3416.0,21077.28,3444,11727.560000000005,35.74948086928637,No
Colores del Sol Malbec Rsv,10931.84,1216.0,7497.0,1225,3434.84,31.420511094198233,No
Colosi Nero D'Avola Sicilia,18055.83,1317.0,11972.56,1373,6083.270000000002,33.69144481311577,No
